sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
2.1. ME CFS Screening,Algemene medische geschiedenis,meds01,Heeft u de afgelopen 3 maanden een van de volgende medicijnen gebruikt?,checkbox,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15","Ik heb de afgelopen 3 maanden geen van de bovenstaande medicijnen gebruikt,
Bloedverdunners,
Antibiotica (zoals Penicilline, Amoxicilline, Doxycycline),
Antivirus-medicijnen (vaak eindigend op ""-vir"", of bijvoorbeeld medicijnen zoals PREP),
Vaccinaties (zoals de griepprik, reizigersvaccinatie of COVID),
Sterke pijnstillers (die tot de morfine groep behoren, zoals Oxicodon, Morfine, Fentanyl, Tramadol, Codeïne),
Plas-medicijnen (Diuretica),
Bloeddruk- en/of hartmedicatie,
Steroïd-hormonen (zoals Prednison, Cortisol, Testosteron),
Anders,
Anti-depressiva (stemming verhogende medicatie),
Andere pijnstillers (zoals Aspirine, Ibuprofen, diclofenac),
Medicijnen om het immuunsysteem te onderdrukken (zogenaamde immunosuppressiva, vaak eindigend op ""-mab""),
Anti-psychotica (medicijnen om psychische stoornissen te onderdrukken),
Orale anticonceptie: ""de pil"",
Overgangs hormonen",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | meds01 | Heeft u de afgelopen 3 maanden een van de volgende medicijnen gebruikt? | checkbox | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15 | Ik heb de afgelopen 3 maanden geen van de bovenstaande medicijnen gebruikt,
Bloedverdunners,
Antibiotica (zoals Penicilline, Amoxicilline, Doxycycline),
Antivirus-medicijnen (vaak eindigend op ""-vir"", of bijvoorbeeld medicijnen zoals PREP),
Vaccinaties (zoals de griepprik, reizigersvaccinatie of COVID),
Sterke pijnstillers (die tot de morfine groep behoren, zoals Oxicodon, Morfine, Fentanyl, Tramadol, Codeïne),
Plas-medicijnen (Diuretica),
Bloeddruk- en/of hartmedicatie,
Steroïd-hormonen (zoals Prednison, Cortisol, Testosteron),
Anders,
Anti-depressiva (stemming verhogende medicatie),
Andere pijnstillers (zoals Aspirine, Ibuprofen, diclofenac),
Medicijnen om het immuunsysteem te onderdrukken (zogenaamde immunosuppressiva, vaak eindigend op ""-mab""),
Anti-psychotica (medicijnen om psychische stoornissen te onderdrukken),
Orale anticonceptie: ""de pil"",
Overgangs hormonen"
2.1. ME CFS Screening,Algemene medische geschiedenis,Bloodthinners_type_1,U geeft aan dat u in de afgelopen 3 maanden bloedverdunners heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12","Acenocoumarol,
Acetylsalicylzuur,
Apixaban,
Clopidogrel,
Dabigatran,
Dipyridamol,
Edoxaban,
Fenprocoumon,
Prasugrel,
Rivaroxaban,
Ticagrelor,
Ximelagatran,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Bloodthinners_type_1 | U geeft aan dat u in de afgelopen 3 maanden bloedverdunners heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12 | Acenocoumarol,
Acetylsalicylzuur,
Apixaban,
Clopidogrel,
Dabigatran,
Dipyridamol,
Edoxaban,
Fenprocoumon,
Prasugrel,
Rivaroxaban,
Ticagrelor,
Ximelagatran,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,bloodthinners_type_other_1,Wat is de naam van de medicatie?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | bloodthinners_type_other_1 | Wat is de naam van de medicatie? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,bloodthinners_reason_1,Waarvoor gebruikt u deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8","Beroerte,
Boezemfibrilleren,
Kunstklep in het hart,
Longembolie,
Hartinfarct,
Spataderen,
Thrombosebeen,
Anders:",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | bloodthinners_reason_1 | Waarvoor gebruikt u deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8 | Beroerte,
Boezemfibrilleren,
Kunstklep in het hart,
Longembolie,
Hartinfarct,
Spataderen,
Thrombosebeen,
Anders:"
2.1. ME CFS Screening,Algemene medische geschiedenis,bloodthinners_other_1,Waarvoor gebruikt u deze medicatie?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | bloodthinners_other_1 | Waarvoor gebruikt u deze medicatie? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Plaspillen_name,"U geeft aan dat u in de afgelopen 3 maanden diuretica (plaspillen) heeft gebruikt, wat is de naam van deze medicatie?",dropdown,"1,
2,
3,
4,
5,
6,
7","Amiloride,
Bumetanide,
Furosemide,
Hydrochloorthiazide,
Spironolacton,
Triamtereen,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Plaspillen_name | U geeft aan dat u in de afgelopen 3 maanden diuretica (plaspillen) heeft gebruikt, wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7 | Amiloride,
Bumetanide,
Furosemide,
Hydrochloorthiazide,
Spironolacton,
Triamtereen,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,Plaspillen_name_other,Wat is de naam van de diuretica (plaspillen) die u gebruikt?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Plaspillen_name_other | Wat is de naam van de diuretica (plaspillen) die u gebruikt? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,ACEremmer_name,U geeft aan dat u in de afgelopen 3 maanden bloeddruk- en/of hartmedicatie heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14","Benazepril,
Captopril,
Enalapril,
Fosinopril,
Lisinopril,
Perindopril,
Ramipril,
Candesartan,
Irbesartan,
Losartan,
Olmesartan,
Telmisartan,
Valsartan,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | ACEremmer_name | U geeft aan dat u in de afgelopen 3 maanden bloeddruk- en/of hartmedicatie heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14 | Benazepril,
Captopril,
Enalapril,
Fosinopril,
Lisinopril,
Perindopril,
Ramipril,
Candesartan,
Irbesartan,
Losartan,
Olmesartan,
Telmisartan,
Valsartan,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,ACEremmer_name_other,Wat is de naam van de bloeddruk- en/of hartmedicatie die u gebruikt?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | ACEremmer_name_other | Wat is de naam van de bloeddruk- en/of hartmedicatie die u gebruikt? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Steriods_name,U geeft aan dat u in de afgelopen 3 maanden steroïd-hormonen heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12","Cortisol,
Hydrocortison,
Prednison,
Prednisolon,
Methylprednisolon,
Dexamethason,
Budesonide,
Estradiol,
Ethinylestradiol,
Testosteron,
Spironolacton,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Steriods_name | U geeft aan dat u in de afgelopen 3 maanden steroïd-hormonen heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12 | Cortisol,
Hydrocortison,
Prednison,
Prednisolon,
Methylprednisolon,
Dexamethason,
Budesonide,
Estradiol,
Ethinylestradiol,
Testosteron,
Spironolacton,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,Steroid_name_other,Wat is de naam van de steroïd-hormonen die u gebruikt?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Steroid_name_other | Wat is de naam van de steroïd-hormonen die u gebruikt? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Therapeuticsteriods_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de steroïd-hormonen?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Therapeuticsteriods_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de steroïd-hormonen? | radio | 0,
1 | Nee,
Ja"
2.1. ME CFS Screening,Algemene medische geschiedenis,Therapeuticsteroids_stopdate,Wanneer moet u stoppen/bent u gestopt met het nemen van de steroïd-hormonen?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Therapeuticsteroids_stopdate | Wanneer moet u stoppen/bent u gestopt met het nemen van de steroïd-hormonen? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,antidepressants,U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva:,radio,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11","Citalopram,
Venlafaxine,
Duloxetine,
Escitalopram,
Fluoxetine,
Fluvoxamine,
Paroxetine,
Reboxetine,
Sertraline,
Trazodon,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | antidepressants | U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva: | radio | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11 | Citalopram,
Venlafaxine,
Duloxetine,
Escitalopram,
Fluoxetine,
Fluvoxamine,
Paroxetine,
Reboxetine,
Sertraline,
Trazodon,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,antidepressant_tricyclic,U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva:,radio,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14","Amitriptyline,
Clomipramine,
Dosulepine,
Doxepine,
Imipramine,
Maprotiline,
Meclobemide,
Mirtazapine,
Nortriptyline,
Rasagiline,
Safinamide,
Selegiline,
Tranylcypromine,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | antidepressant_tricyclic | U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva: | radio | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14 | Amitriptyline,
Clomipramine,
Dosulepine,
Doxepine,
Imipramine,
Maprotiline,
Meclobemide,
Mirtazapine,
Nortriptyline,
Rasagiline,
Safinamide,
Selegiline,
Tranylcypromine,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,antidepressants_dosage,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | antidepressants_dosage | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antidepressant_name_other,"Wat is de naam van de antidepressiva die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit?",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antidepressant_name_other | Wat is de naam van de antidepressiva die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit? | string |  | "
2.1. ME CFS Screening,Algemene medische geschiedenis,Vaccination_date,U geeft aan dat u in de laatste 3 maanden een vaccinatie heeft gehad.  Wanneer kreeg u de laatste vaccinatie?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Vaccination_date | U geeft aan dat u in de laatste 3 maanden een vaccinatie heeft gehad.  Wanneer kreeg u de laatste vaccinatie? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antibiotics_stop,"U geeft aan dat u in de afgelopen 3 maanden antibiotica heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antibiotica?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antibiotics_stop | U geeft aan dat u in de afgelopen 3 maanden antibiotica heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antibiotica? | radio | 0,
1 | Nee,
Ja"
2.1. ME CFS Screening,Algemene medische geschiedenis,Antibiotics_stopdate,Wanneer stopt u/ bent u gestopt met de antibiotica?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antibiotics_stopdate | Wanneer stopt u/ bent u gestopt met de antibiotica? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antibiotic_condition,Vanwege welke aandoening gebruikt u antibiotica?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antibiotic_condition | Vanwege welke aandoening gebruikt u antibiotica? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antiviral_name,U geeft aan dat u in de afgelopen 3 maanden antivirale middelen heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antiviral_name | U geeft aan dat u in de afgelopen 3 maanden antivirale middelen heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antiviral_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antivirale middelen?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antiviral_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antivirale middelen? | radio | 0,
1 | Nee,
Ja"
2.1. ME CFS Screening,Algemene medische geschiedenis,Antiviral_stopdate,Wanneer stopt u/ bent u gestopt met de antivirale middelen?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antiviral_stopdate | Wanneer stopt u/ bent u gestopt met de antivirale middelen? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Opioids_name,U geeft aan dat u in de afgelopen 3 maanden sterke pijnstillers heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Opioids_name | U geeft aan dat u in de afgelopen 3 maanden sterke pijnstillers heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Opioids_dosage,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Opioids_dosage | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Opioids_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de sterke pijnstillers?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Opioids_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de sterke pijnstillers? | radio | 0,
1 | Nee,
Ja"
2.1. ME CFS Screening,Algemene medische geschiedenis,Opioids_stopdate,Wanneer stopt u/bent u gestopt met de sterke pijnstillers?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Opioids_stopdate | Wanneer stopt u/bent u gestopt met de sterke pijnstillers? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,otherpainmeds,"U geeft aan dat u in de afgelopen 3 maanden andere pijn medicatie heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | otherpainmeds | U geeft aan dat u in de afgelopen 3 maanden andere pijn medicatie heeft gebruikt, wat is de naam van deze medicatie | string |  | "
2.1. ME CFS Screening,Algemene medische geschiedenis,Immunosupresiva_name,U geeft aan dat u in de afgelopen 3 maanden immunosuppressiva heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Immunosupresiva_name | U geeft aan dat u in de afgelopen 3 maanden immunosuppressiva heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Immunosupresiva_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosupresiva?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Immunosupresiva_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosupresiva? | radio | 0,
1 | Nee,
Ja"
2.1. ME CFS Screening,Algemene medische geschiedenis,Immunosupresiva,Wanneer stopt u/ bent u gestopt met de immunosupresiva?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Immunosupresiva | Wanneer stopt u/ bent u gestopt met de immunosupresiva? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_name,U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8","Clozapine,
Cariprazine,
Haloperidol (Haldol),
Olenzapine,
Quetiapine,
Risperdon,
Sulpiride,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_name | U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8 | Clozapine,
Cariprazine,
Haloperidol (Haldol),
Olenzapine,
Quetiapine,
Risperdon,
Sulpiride,
Ander middel"
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_dosage,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_dosage | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_nameother,"Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit?",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_nameother | Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit? | string |  | "
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica? | radio | 0,
1 | Nee,
Ja"
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_stopdate,Wanneer stopt u/ bent u gestopt met antipsychotica?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_stopdate | Wanneer stopt u/ bent u gestopt met antipsychotica? | date |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Anticonception,"U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Anticonception | U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie | string |  | "
2.1. ME CFS Screening,Algemene medische geschiedenis,Overgangshormonen,"U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Overgangshormonen | U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie | string |  | "
2.1. ME CFS Screening,Algemene medische geschiedenis,meds02,Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt?,textarea,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | meds02 | Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt? | textarea |  | 
2.1. ME CFS Screening,Algemene medische geschiedenis,Other_stop,"U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Other_stop | U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie? | radio | 0,
1 | Nee,
Ja"
